,DateAcquired,Gender_y,Classification,gender_year_classification_count,gender_year_count
1415,2016,male,Painting,39,268
1416,2016,male,Photograph,65,268
1417,2016,male,Print,33,268
1418,2016,male,Sculpture,14,268
1419,2016,male,Textile,2,268
1420,2016,male,Video,6,268
1421,2016,male,Work on Paper,1,268
1422,2017,female,Architecture,1,116
1423,2017,female,Design,6,116
1424,2017,female,Drawing,10,116
1425,2017,female,Ephemera,1,116
1426,2017,female,Furniture and Interiors,1,116
1427,2017,female,Illustrated Book,6,116
1428,2017,female,Installation,8,116
1429,2017,female,Multiple,7,116
1430,2017,female,Painting,9,116
1431,2017,female,Photograph,29,116
1432,2017,female,Poster,1,116
1433,2017,female,Print,16,116
1434,2017,female,Sculpture,11,116
1435,2017,female,Software,1,116
1436,2017,female,Textile,1,116
1437,2017,female,Video,8,116
1438,2017,male,Architecture,2,192
1439,2017,male,Audio,2,192
1440,2017,male,Collage,1,192
1441,2017,male,Design,9,192
1442,2017,male,Drawing,22,192
1443,2017,male,Ephemera,2,192
1444,2017,male,Film,3,192
1445,2017,male,Illustrated Book,11,192
1446,2017,male,Installation,10,192
1447,2017,male,Multiple,8,192
1448,2017,male,Painting,12,192
1449,2017,male,Performance,1,192
1450,2017,male,Photograph,53,192
1451,2017,male,Print,28,192
1452,2017,male,Sculpture,12,192
1453,2017,male,Textile,1,192
1454,2017,male,Video,15,192
1455,2017,non-binary,Installation,1,1
1456,2018,female,Architecture,2,157
1457,2018,female,Design,20,157
1458,2018,female,Drawing,52,157
1459,2018,female,Illustrated Book,3,157
1460,2018,female,Installation,4,157
1461,2018,female,Multiple,4,157
1462,2018,female,Painting,9,157
1463,2018,female,Periodical,2,157
1464,2018,female,Photograph,28,157
1465,2018,female,Print,21,157
1466,2018,female,Sculpture,5,157
1467,2018,female,Video,7,157
1468,2018,male,Architecture,29,403
1469,2018,male,Design,70,403
1470,2018,male,Drawing,169,403
1471,2018,male,Ephemera,3,403
1472,2018,male,Illustrated Book,9,403
1473,2018,male,Installation,9,403
1474,2018,male,Multiple,9,403
1475,2018,male,Painting,9,403
1476,2018,male,Periodical,1,403
1477,2018,male,Photograph,53,403
1478,2018,male,Print,32,403
1479,2018,male,Sculpture,4,403
1480,2018,male,Video,6,403
1481,2018,non-binary,Video,1,1
1482,2019,female,(not assigned),1,81
1483,2019,female,Architectural Model,1,81
1484,2019,female,Audio,1,81
1485,2019,female,Design,7,81
1486,2019,female,Drawing,7,81
1487,2019,female,Film,2,81
1488,2019,female,Graphic Design,1,81
1489,2019,female,Illustrated Book,1,81
1490,2019,female,Installation,2,81
1491,2019,female,Multiple,2,81
1492,2019,female,Painting,11,81
1493,2019,female,Photograph,27,81
1494,2019,female,Print,12,81
1495,2019,female,Sculpture,1,81
1496,2019,female,Video,4,81
1497,2019,female,Work on Paper,1,81
1498,2019,male,Architecture,6,109
1499,2019,male,Audio,1,109
1500,2019,male,Design,5,109
1501,2019,male,Drawing,16,109
1502,2019,male,Ephemera,1,109
1503,2019,male,Illustrated Book,7,109
1504,2019,male,Installation,4,109
1505,2019,male,Painting,6,109
1506,2019,male,Performance,1,109
1507,2019,male,Photograph,37,109
1508,2019,male,Print,12,109
1509,2019,male,Sculpture,8,109
1510,2019,male,Video,4,109
1511,2019,male,Work on Paper,1,109
1512,2020,female,Design,1,78
1513,2020,female,Document,1,78
1514,2020,female,Drawing,9,78
1515,2020,female,Illustrated Book,2,78
1516,2020,female,Installation,3,78
1517,2020,female,Multiple,1,78
1518,2020,female,Painting,1,78
1519,2020,female,Photograph,38,78
1520,2020,female,Print,17,78
1521,2020,female,Publication,1,78
1522,2020,female,Sculpture,1,78
1523,2020,female,Video,3,78
1524,2020,male,Architecture,4,59
1525,2020,male,Audio,1,59
1526,2020,male,Design,1,59
1527,2020,male,Drawing,6,59
1528,2020,male,Illustrated Book,5,59
1529,2020,male,Installation,2,59
1530,2020,male,Multiple,2,59
1531,2020,male,Notebook,1,59
1532,2020,male,Painting,9,59
1533,2020,male,Photograph,11,59
1534,2020,male,Print,13,59
1535,2020,male,Sculpture,2,59
1536,2020,male,Video,2,59
1537,2020,non-binary,Video,1,1
1538,2021,female,Architecture,1,108
1539,2021,female,Design,5,108
1540,2021,female,Drawing,10,108
1541,2021,female,Film,1,108
1542,2021,female,Installation,5,108
1543,2021,female,Multiple,2,108
1544,2021,female,Painting,11,108
1545,2021,female,Photograph,54,108
1546,2021,female,Print,13,108
1547,2021,female,Sculpture,4,108
1548,2021,female,Video,2,108
1549,2021,male,Architecture,4,93
1550,2021,male,Design,11,93
1551,2021,male,Drawing,9,93
1552,2021,male,Illustrated Book,2,93
1553,2021,male,Installation,2,93
1554,2021,male,Multiple,3,93
1555,2021,male,Painting,13,93
1556,2021,male,Photograph,34,93
1557,2021,male,Print,6,93
1558,2021,male,Sculpture,6,93
1559,2021,male,Video,3,93
1560,2022,female,Collage,1,47
1561,2022,female,Design,1,47
1562,2022,female,Drawing,7,47
1563,2022,female,Installation,3,47
1564,2022,female,Media,1,47
1565,2022,female,Painting,9,47
1566,2022,female,Photograph,5,47
1567,2022,female,Print,10,47
1568,2022,female,Sculpture,6,47
1569,2022,female,Textile,2,47
1570,2022,female,Video,2,47
1571,2022,male,Drawing,11,76
1572,2022,male,Illustrated Book,2,76
1573,2022,male,Installation,3,76
1574,2022,male,Multiple,1,76
1575,2022,male,Notebook,1,76
1576,2022,male,Painting,6,76
1577,2022,male,Photograph,34,76
1578,2022,male,Print,10,76
1579,2022,male,Sculpture,5,76
1580,2022,male,Video,3,76
